NetID,Classification,StudentSchoolName
KXR865109,Senior,"School of Economic, Political and Policy Sciences"
SXE597558,Freshmen,"School of Economic, Political and Policy Sciences"
JXJ823017,Junior,"School of Economic, Political and Policy Sciences"
MXO265995,Sophomore,"School of Economic, Political and Policy Sciences"
NXJ370954,Sophomore,"School of Economic, Political and Policy Sciences"
WXD879157,Junior,"School of Economic, Political and Policy Sciences"
UXG236510,Freshmen,"School of Economic, Political and Policy Sciences"
NXW189190,Senior,"School of Economic, Political and Policy Sciences"
JXP261311,Freshmen,"School of Economic, Political and Policy Sciences"
KXG867579,Sophomore,"School of Economic, Political and Policy Sciences"
AXG204628,Senior,"School of Economic, Political and Policy Sciences"
EXR615140,Senior,"School of Economic, Political and Policy Sciences"
RXD431273,Senior,"School of Economic, Political and Policy Sciences"
TXO948653,Junior,"School of Economic, Political and Policy Sciences"
PXP460442,Senior,"School of Economic, Political and Policy Sciences"
AXF995159,Junior,"School of Economic, Political and Policy Sciences"
JXS137477,Sophomore,"School of Economic, Political and Policy Sciences"
NXF337766,Junior,"School of Economic, Political and Policy Sciences"
RXJ137920,Junior,"School of Economic, Political and Policy Sciences"
SXB788815,Senior,"School of Economic, Political and Policy Sciences"
HXP973018,Junior,"School of Economic, Political and Policy Sciences"
AXC633162,Junior,"School of Economic, Political and Policy Sciences"
SXB210531,Sophomore,"School of Economic, Political and Policy Sciences"
MXT264599,Sophomore,"School of Economic, Political and Policy Sciences"
AXB319747,Junior,"School of Economic, Political and Policy Sciences"
AXM495909,Senior,"School of Economic, Political and Policy Sciences"
MXO109214,Senior,"School of Economic, Political and Policy Sciences"
DXB533511,Sophomore,"School of Economic, Political and Policy Sciences"
TXO753912,Sophomore,"School of Economic, Political and Policy Sciences"
VXD326253,Sophomore,"School of Economic, Political and Policy Sciences"
LXL460740,Senior,"School of Economic, Political and Policy Sciences"
FXL616417,Freshmen,"School of Economic, Political and Policy Sciences"
PXL370850,Sophomore,"School of Economic, Political and Policy Sciences"
FXL372549,Senior,"School of Economic, Political and Policy Sciences"
PXR270100,Junior,"School of Economic, Political and Policy Sciences"
PXH630410,Junior,"School of Economic, Political and Policy Sciences"
BXS968180,Freshmen,"School of Economic, Political and Policy Sciences"
TXW393840,Sophomore,"School of Economic, Political and Policy Sciences"
HXA523260,Freshmen,"School of Economic, Political and Policy Sciences"
LXS736897,Sophomore,"School of Economic, Political and Policy Sciences"
AXG236728,Senior,"School of Economic, Political and Policy Sciences"
AXP380811,Sophomore,"School of Economic, Political and Policy Sciences"
LXB382681,Junior,"School of Economic, Political and Policy Sciences"
AXM503886,Freshmen,"School of Economic, Political and Policy Sciences"
RXH994374,Senior,School of Interdisciplinary Studies
HXY640509,Senior,School of Interdisciplinary Studies
IXR611726,Freshmen,School of Interdisciplinary Studies
UXS210940,Senior,School of Interdisciplinary Studies
RXG268693,Freshmen,School of Interdisciplinary Studies
LXM904198,Junior,School of Interdisciplinary Studies
HXL787606,Senior,School of Interdisciplinary Studies
GXT841902,Junior,School of Interdisciplinary Studies
KXG829114,Freshmen,School of Interdisciplinary Studies
BXC145349,Freshmen,School of Interdisciplinary Studies
AXR353776,Senior,School of Interdisciplinary Studies
GXK947761,Junior,School of Interdisciplinary Studies
GXD938050,Senior,School of Interdisciplinary Studies
AXP685841,Freshmen,School of Interdisciplinary Studies
LXJ845686,Sophomore,School of Interdisciplinary Studies
NXL727284,Freshmen,School of Interdisciplinary Studies
DXL268604,Junior,School of Interdisciplinary Studies
CXM584948,Senior,School of Interdisciplinary Studies
LXD526648,Sophomore,School of Interdisciplinary Studies
AXC169628,Sophomore,School of Interdisciplinary Studies
IXS579558,Senior,School of Interdisciplinary Studies
MXG499238,Senior,School of Interdisciplinary Studies
JXJ338231,Junior,School of Interdisciplinary Studies
HXB864638,Sophomore,School of Interdisciplinary Studies
MXV394875,Sophomore,School of Interdisciplinary Studies
MXm755375,Sophomore,School of Interdisciplinary Studies
EXC752443,Senior,School of Interdisciplinary Studies
VXS216566,Sophomore,School of Interdisciplinary Studies
TXC758849,Sophomore,School of Interdisciplinary Studies
JXR177230,Sophomore,School of Interdisciplinary Studies
FXR517686,Freshmen,School of Interdisciplinary Studies
AXG608724,Freshmen,School of Interdisciplinary Studies
LXS506870,Junior,School of Interdisciplinary Studies
AXM549537,Senior,School of Interdisciplinary Studies
DXC200906,Senior,School of Interdisciplinary Studies
PXP668915,Senior,School of Interdisciplinary Studies
TXH673301,Freshmen,School of Interdisciplinary Studies
HXP572796,Senior,School of Interdisciplinary Studies
SXC206421,Sophomore,School of Interdisciplinary Studies
DXS275314,Freshmen,School of Interdisciplinary Studies
CXK243966,Junior,School of Interdisciplinary Studies
NXS818828,Freshmen,School of Interdisciplinary Studies
DXA969120,Sophomore,School of Interdisciplinary Studies
DXM138206,Senior,School of Interdisciplinary Studies
SXE854365,Junior,School of Interdisciplinary Studies
SXE397674,Junior,School of Interdisciplinary Studies
WXC899736,Junior,School of Interdisciplinary Studies
UXR439327,Junior,School of Interdisciplinary Studies
AXO899815,Senior,School of Interdisciplinary Studies
TXL608883,Sophomore,School of Interdisciplinary Studies
JXV337194,Junior,School of Interdisciplinary Studies
EXL346133,Freshmen,School of Interdisciplinary Studies
RXB654159,Senior,School of Interdisciplinary Studies
JXG795456,Junior,School of Interdisciplinary Studies
FXE732242,Sophomore,School of Interdisciplinary Studies
DXG968478,Sophomore,School of Interdisciplinary Studies
CXS822403,Junior,School of Interdisciplinary Studies
TXA187148,Sophomore,School of Interdisciplinary Studies
AXG745785,Freshmen,School of Interdisciplinary Studies
SXL722537,Sophomore,School of Interdisciplinary Studies
AXV532858,Senior,School of Interdisciplinary Studies
WXK617133,Sophomore,School of Interdisciplinary Studies
TXK826698,Sophomore,School of Interdisciplinary Studies
SXP545604,Sophomore,School of Interdisciplinary Studies
BXT178422,Junior,School of Interdisciplinary Studies
BXC488395,Senior,School of Interdisciplinary Studies
EXB439508,Freshmen,School of Interdisciplinary Studies
CXM891653,Sophomore,School of Interdisciplinary Studies
FXS382956,Junior,School of Interdisciplinary Studies
RXT337798,Senior,School of Interdisciplinary Studies
EXL612108,Freshmen,School of Interdisciplinary Studies
MXL859506,Senior,School of Interdisciplinary Studies
SXC336131,Senior,School of Interdisciplinary Studies
TXO283543,Senior,School of Interdisciplinary Studies
CXW376492,Junior,School of Interdisciplinary Studies
BXC588523,Sophomore,School of Interdisciplinary Studies
GXT841029,Freshmen,School of Interdisciplinary Studies
ZXG532222,Senior,School of Interdisciplinary Studies
EXC907282,Senior,School of Interdisciplinary Studies
RXF706830,Senior,School of Interdisciplinary Studies
CXS253006,Junior,School of Interdisciplinary Studies
BXM842302,Senior,School of Interdisciplinary Studies
JXC356542,Senior,School of Interdisciplinary Studies
RXM289355,Senior,School of Interdisciplinary Studies
HXD286192,Senior,School of Interdisciplinary Studies
RXD185023,Senior,School of Interdisciplinary Studies
CXA805794,Senior,School of Interdisciplinary Studies
SXV743878,Senior,School of Interdisciplinary Studies
BXE542128,Sophomore,School of Interdisciplinary Studies
IXN891197,Senior,School of Interdisciplinary Studies
RXK280188,Freshmen,School of Interdisciplinary Studies
DXB681127,Junior,School of Interdisciplinary Studies
LXH564362,Junior,School of Interdisciplinary Studies
EXK884599,Sophomore,School of Interdisciplinary Studies
HXB454825,Senior,School of Interdisciplinary Studies
NXR328908,Junior,School of Interdisciplinary Studies
EXS666397,Senior,School of Interdisciplinary Studies
JXE650336,Junior,School of Interdisciplinary Studies
AXL858405,Freshmen,School of Interdisciplinary Studies
MXG406632,Junior,School of Interdisciplinary Studies
VXS449477,Freshmen,School of Interdisciplinary Studies
UXT908495,Freshmen,School of Interdisciplinary Studies
TXW188529,Sophomore,School of Interdisciplinary Studies
AXB612213,Sophomore,School of Interdisciplinary Studies
VXL956179,Freshmen,School of Interdisciplinary Studies
MXG484054,Junior,School of Interdisciplinary Studies
JXM938683,Junior,School of Interdisciplinary Studies
YXC896045,Senior,School of Interdisciplinary Studies
TXJ278756,Junior,School of Interdisciplinary Studies
LXC304337,Junior,School of Interdisciplinary Studies
DXA636235,Sophomore,School of Interdisciplinary Studies
CXC772449,Freshmen,School of Interdisciplinary Studies
AXI584441,Freshmen,School of Interdisciplinary Studies
KXS115877,Junior,School of Interdisciplinary Studies
CXD788691,Senior,School of Interdisciplinary Studies
ZXC349048,Junior,School of Interdisciplinary Studies
CXH498898,Senior,School of Interdisciplinary Studies
GXC416679,Senior,School of Interdisciplinary Studies
CXL161038,Junior,School of Interdisciplinary Studies
MXR557731,Junior,School of Interdisciplinary Studies
WXG526415,Freshmen,School of Interdisciplinary Studies
BXB637921,Sophomore,School of Interdisciplinary Studies
FXY123350,Freshmen,School of Interdisciplinary Studies
JXD137943,Freshmen,School of Interdisciplinary Studies
EXH429518,Sophomore,School of Interdisciplinary Studies
KXE357149,Freshmen,School of Interdisciplinary Studies
UXF607936,Freshmen,School of Interdisciplinary Studies
GXP718123,Sophomore,School of Interdisciplinary Studies
BXH628333,Sophomore,School of Interdisciplinary Studies
RXM886505,Junior,School of Interdisciplinary Studies
LXS132801,Senior,School of Interdisciplinary Studies
AXC948931,Senior,School of Interdisciplinary Studies
ZXB514873,Sophomore,School of Interdisciplinary Studies
LXS765133,Sophomore,School of Interdisciplinary Studies
BXD318253,Junior,School of Interdisciplinary Studies
RXB280400,Junior,School of Interdisciplinary Studies
WXL897736,Sophomore,School of Interdisciplinary Studies
PXM825342,Junior,School of Interdisciplinary Studies
LXC388987,Junior,School of Interdisciplinary Studies
JXC756568,Junior,School of Interdisciplinary Studies
TXW885057,Senior,School of Interdisciplinary Studies
EXE601029,Senior,School of Interdisciplinary Studies
KXT409843,Senior,School of Interdisciplinary Studies
SXG651351,Freshmen,School of Interdisciplinary Studies
AXC542850,Senior,School of Interdisciplinary Studies
DXH104267,Sophomore,School of Interdisciplinary Studies
LXD485866,Junior,School of Interdisciplinary Studies
CXS338749,Senior,School of Interdisciplinary Studies
EXI816292,Freshmen,School of Interdisciplinary Studies
MXS556192,Freshmen,School of Interdisciplinary Studies
BXY109621,Senior,School of Interdisciplinary Studies
BXL500456,Junior,School of Interdisciplinary Studies
JXB681911,Junior,School of Interdisciplinary Studies
JXB224463,Junior,School of Interdisciplinary Studies
BXB823262,Sophomore,School of Interdisciplinary Studies
CXN503048,Sophomore,School of Interdisciplinary Studies
YXL863178,Freshmen,School of Interdisciplinary Studies
KXW378126,Freshmen,School of Interdisciplinary Studies
BXG872112,Junior,School of Interdisciplinary Studies
LXT836700,Senior,School of Interdisciplinary Studies
TXG444728,Junior,School of Interdisciplinary Studies
SXG168135,Junior,School of Interdisciplinary Studies
FXK302527,Sophomore,School of Interdisciplinary Studies
BXR835357,Senior,School of Interdisciplinary Studies
LXM191763,Junior,School of Interdisciplinary Studies
FXE972175,Junior,School of Interdisciplinary Studies
PXG262467,Freshmen,School of Interdisciplinary Studies
LXG581014,Sophomore,School of Interdisciplinary Studies
MXL323784,Freshmen,School of Interdisciplinary Studies
MXL413925,Senior,School of Interdisciplinary Studies
MXR603631,Junior,School of Interdisciplinary Studies
RXH880103,Junior,School of Interdisciplinary Studies
NXB860559,Sophomore,School of Interdisciplinary Studies
OXT471138,Junior,School of Interdisciplinary Studies
AXT860913,Sophomore,School of Interdisciplinary Studies
JXE609915,Freshmen,School of Interdisciplinary Studies
CXB311907,Freshmen,School of Interdisciplinary Studies
LXF215604,Senior,School of Interdisciplinary Studies
BXC679707,Senior,School of Interdisciplinary Studies
IXR351838,Freshmen,School of Interdisciplinary Studies
LXM231944,Senior,School of Interdisciplinary Studies
EXM572357,Freshmen,School of Interdisciplinary Studies
KXS384795,Freshmen,School of Interdisciplinary Studies
FXR230672,Sophomore,School of Interdisciplinary Studies
KXK743813,Senior,School of Interdisciplinary Studies
LXV588502,Senior,School of Interdisciplinary Studies
ZXS306123,Freshmen,School of Interdisciplinary Studies
BXC840423,Freshmen,School of Interdisciplinary Studies
CXL835620,Junior,School of Interdisciplinary Studies
FXC895348,Senior,School of Interdisciplinary Studies
DXC748256,Senior,School of Interdisciplinary Studies
AXT862528,Sophomore,School of Interdisciplinary Studies
CXL529437,Sophomore,School of Interdisciplinary Studies
DXR570377,Senior,School of Interdisciplinary Studies
HXC347294,Freshmen,School of Interdisciplinary Studies
AXH410323,Freshmen,School of Interdisciplinary Studies
CXB773265,Sophomore,School of Interdisciplinary Studies
EXT508262,Senior,School of Interdisciplinary Studies
FXW515015,Sophomore,School of Interdisciplinary Studies
MXA486760,Sophomore,School of Interdisciplinary Studies
CXS214399,Junior,School of Interdisciplinary Studies
DXR624097,Senior,School of Interdisciplinary Studies
LXD733392,Freshmen,School of Interdisciplinary Studies
RXH192903,Sophomore,School of Interdisciplinary Studies
PXC740659,Junior,School of Interdisciplinary Studies
JXH983622,Freshmen,School of Interdisciplinary Studies
RXP520592,Freshmen,School of Interdisciplinary Studies
AXS146086,Sophomore,School of Interdisciplinary Studies
CXD383241,Junior,School of Interdisciplinary Studies
MXF905837,Junior,School of Interdisciplinary Studies
JXP238056,Junior,School of Interdisciplinary Studies
TXG806430,Junior,School of Interdisciplinary Studies
EXO358851,Sophomore,School of Interdisciplinary Studies
PXB518488,Freshmen,School of Interdisciplinary Studies
RXA902086,Freshmen,School of Interdisciplinary Studies
DXM926793,Freshmen,School of Interdisciplinary Studies
CXA347350,Senior,School of Interdisciplinary Studies
OXS903924,Freshmen,School of Interdisciplinary Studies
EXW992120,Sophomore,School of Interdisciplinary Studies
PXM586023,Sophomore,School of Interdisciplinary Studies
RXB789841,Freshmen,School of Interdisciplinary Studies
BXD877254,Senior,School of Interdisciplinary Studies
PXP962442,Freshmen,School of Interdisciplinary Studies
WXY278743,Freshmen,School of Interdisciplinary Studies
BXW542723,Freshmen,School of Interdisciplinary Studies
SXS178794,Freshmen,School of Interdisciplinary Studies
AXD550096,Freshmen,School of Interdisciplinary Studies
QXB540363,Sophomore,School of Interdisciplinary Studies
HXC789025,Senior,School of Interdisciplinary Studies
KXD815018,Sophomore,School of Interdisciplinary Studies
OXD806167,Sophomore,School of Interdisciplinary Studies
RXD126118,Freshmen,School of Interdisciplinary Studies
GXM220692,Sophomore,School of Interdisciplinary Studies
LXK198554,Senior,School of Interdisciplinary Studies
BXH604898,Senior,School of Interdisciplinary Studies
DXA199932,Sophomore,School of Interdisciplinary Studies
SXB411031,Freshmen,School of Interdisciplinary Studies
CXB393030,Senior,School of Interdisciplinary Studies
SXJ414669,Junior,School of Interdisciplinary Studies
PXM338657,Sophomore,School of Interdisciplinary Studies
LXC163123,Junior,School of Interdisciplinary Studies
NXD656437,Junior,School of Interdisciplinary Studies
MXD346401,Junior,School of Interdisciplinary Studies
EXL961829,Junior,School of Interdisciplinary Studies
CXS530393,Senior,School of Interdisciplinary Studies
KXM360322,Freshmen,School of Interdisciplinary Studies
GXP774699,Sophomore,School of Interdisciplinary Studies
JXC886148,Sophomore,School of Interdisciplinary Studies
CXP530485,Freshmen,School of Interdisciplinary Studies
GXC359401,Senior,School of Interdisciplinary Studies
BXT295416,Sophomore,School of Interdisciplinary Studies
CXM366731,Junior,School of Interdisciplinary Studies
JXM653485,Freshmen,School of Interdisciplinary Studies
CXM317080,Freshmen,School of Interdisciplinary Studies
LXL809354,Sophomore,School of Interdisciplinary Studies
TXB158593,Junior,School of Interdisciplinary Studies
MXM426527,Sophomore,School of Interdisciplinary Studies
IXS989044,Senior,School of Interdisciplinary Studies
DXO143978,Junior,School of Interdisciplinary Studies
TXL387741,Junior,School of Interdisciplinary Studies
VXM371224,Senior,School of Interdisciplinary Studies
RXC114372,Junior,School of Interdisciplinary Studies
WXR143361,Senior,School of Interdisciplinary Studies
BXM827947,Sophomore,School of Interdisciplinary Studies
AXB671132,Senior,School of Interdisciplinary Studies
EXR633645,Junior,School of Interdisciplinary Studies
MXH855715,Junior,School of Interdisciplinary Studies
MXA741693,Freshmen,School of Interdisciplinary Studies
JXK375017,Senior,School of Interdisciplinary Studies
WXW376417,Junior,School of Interdisciplinary Studies
SXD269905,Senior,School of Interdisciplinary Studies
LXT647931,Sophomore,School of Interdisciplinary Studies
DXF993478,Sophomore,School of Interdisciplinary Studies
SXC941550,Junior,School of Interdisciplinary Studies
SXC319743,Junior,School of Interdisciplinary Studies
DXV791965,Senior,School of Interdisciplinary Studies
EXH153683,Junior,School of Interdisciplinary Studies
SXB931180,Sophomore,School of Interdisciplinary Studies
LXT620643,Sophomore,School of Interdisciplinary Studies
OXM463444,Sophomore,School of Interdisciplinary Studies
EXB574455,Sophomore,School of Interdisciplinary Studies
TXF265296,Junior,School of Interdisciplinary Studies
TXS606146,Freshmen,School of Interdisciplinary Studies
AXU777562,Senior,School of Interdisciplinary Studies
MXC596102,Freshmen,School of Interdisciplinary Studies
JXB644255,Sophomore,School of Interdisciplinary Studies
BXB330082,Sophomore,Erik Jonsson School of Engineering and Computer Science
WXR445251,Sophomore,Erik Jonsson School of Engineering and Computer Science
HXB625857,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXB882454,Junior,Erik Jonsson School of Engineering and Computer Science
HXB792947,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXM587505,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXR929768,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXE390384,Senior,Erik Jonsson School of Engineering and Computer Science
EXP488644,Senior,Erik Jonsson School of Engineering and Computer Science
DXR436258,Senior,Erik Jonsson School of Engineering and Computer Science
LXA144256,Freshmen,Erik Jonsson School of Engineering and Computer Science
VXP818298,Junior,Erik Jonsson School of Engineering and Computer Science
LXB781616,Sophomore,Erik Jonsson School of Engineering and Computer Science
NXR139540,Senior,Erik Jonsson School of Engineering and Computer Science
GXS928847,Freshmen,Erik Jonsson School of Engineering and Computer Science
VXB265118,Sophomore,Erik Jonsson School of Engineering and Computer Science
HXP749132,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXA550622,Junior,Erik Jonsson School of Engineering and Computer Science
MXS153968,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXS635515,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXT690034,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXR260552,Senior,Erik Jonsson School of Engineering and Computer Science
DXW670529,Senior,Erik Jonsson School of Engineering and Computer Science
LXC935880,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXR406186,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXL484445,Senior,Erik Jonsson School of Engineering and Computer Science
CXM621994,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXD670789,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXT508389,Freshmen,Erik Jonsson School of Engineering and Computer Science
DXS454253,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXC649754,Senior,Erik Jonsson School of Engineering and Computer Science
PXR954972,Senior,Erik Jonsson School of Engineering and Computer Science
YXS706929,Senior,Erik Jonsson School of Engineering and Computer Science
HXH450040,Sophomore,Erik Jonsson School of Engineering and Computer Science
DXR476716,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXG187037,Freshmen,Erik Jonsson School of Engineering and Computer Science
TXJ216017,Freshmen,Erik Jonsson School of Engineering and Computer Science
RXL954845,Senior,Erik Jonsson School of Engineering and Computer Science
RXA757393,Freshmen,Erik Jonsson School of Engineering and Computer Science
AXC566928,Senior,Erik Jonsson School of Engineering and Computer Science
GXK187075,Freshmen,Erik Jonsson School of Engineering and Computer Science
KXB881344,Freshmen,Erik Jonsson School of Engineering and Computer Science
BXP888237,Freshmen,Erik Jonsson School of Engineering and Computer Science
AXL544640,Sophomore,Erik Jonsson School of Engineering and Computer Science
AXH703464,Junior,Erik Jonsson School of Engineering and Computer Science
TXT924912,Senior,Erik Jonsson School of Engineering and Computer Science
CXW214524,Sophomore,Erik Jonsson School of Engineering and Computer Science
DXE714626,Senior,Erik Jonsson School of Engineering and Computer Science
GXB949863,Freshmen,Erik Jonsson School of Engineering and Computer Science
AXG802057,Freshmen,Erik Jonsson School of Engineering and Computer Science
EXO287984,Junior,Erik Jonsson School of Engineering and Computer Science
KXL826257,Freshmen,Erik Jonsson School of Engineering and Computer Science
RXS860624,Junior,Erik Jonsson School of Engineering and Computer Science
LXW193567,Junior,Erik Jonsson School of Engineering and Computer Science
EXA484556,Junior,Erik Jonsson School of Engineering and Computer Science
SXA309776,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXW763197,Senior,Erik Jonsson School of Engineering and Computer Science
AXC884315,Junior,Erik Jonsson School of Engineering and Computer Science
AXS719766,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXR983354,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXM335256,Junior,Erik Jonsson School of Engineering and Computer Science
AXS758460,Sophomore,Erik Jonsson School of Engineering and Computer Science
KXJ813067,Junior,Erik Jonsson School of Engineering and Computer Science
SXV851165,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXS969807,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXD582822,Senior,Erik Jonsson School of Engineering and Computer Science
ZXS415461,Senior,Erik Jonsson School of Engineering and Computer Science
RXT407356,Freshmen,Erik Jonsson School of Engineering and Computer Science
WXD650234,Senior,Erik Jonsson School of Engineering and Computer Science
HXB811177,Senior,Erik Jonsson School of Engineering and Computer Science
VXV489866,Freshmen,Erik Jonsson School of Engineering and Computer Science
VXF681641,Senior,Erik Jonsson School of Engineering and Computer Science
AXA272240,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXT589349,Freshmen,Erik Jonsson School of Engineering and Computer Science
NXM984764,Junior,Erik Jonsson School of Engineering and Computer Science
CXK983074,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXB237648,Freshmen,Erik Jonsson School of Engineering and Computer Science
NXD910140,Freshmen,Erik Jonsson School of Engineering and Computer Science
GXH542768,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXM102223,Senior,Erik Jonsson School of Engineering and Computer Science
MXB589986,Freshmen,Erik Jonsson School of Engineering and Computer Science
TXB235814,Freshmen,Erik Jonsson School of Engineering and Computer Science
ZXP190669,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXD228066,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXS405189,Senior,Erik Jonsson School of Engineering and Computer Science
AXR506396,Senior,Erik Jonsson School of Engineering and Computer Science
AXR605419,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXR951462,Junior,Erik Jonsson School of Engineering and Computer Science
CXL667523,Sophomore,Erik Jonsson School of Engineering and Computer Science
WXR723271,Sophomore,Erik Jonsson School of Engineering and Computer Science
NXM251575,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXG111720,Junior,Erik Jonsson School of Engineering and Computer Science
FXS270536,Senior,Erik Jonsson School of Engineering and Computer Science
FXB431057,Senior,Erik Jonsson School of Engineering and Computer Science
SXP332356,Freshmen,Erik Jonsson School of Engineering and Computer Science
LXI898496,Junior,Erik Jonsson School of Engineering and Computer Science
EXG475297,Sophomore,Erik Jonsson School of Engineering and Computer Science
KXL920210,Freshmen,Erik Jonsson School of Engineering and Computer Science
TXT804840,Sophomore,Erik Jonsson School of Engineering and Computer Science
KXR678809,Sophomore,Erik Jonsson School of Engineering and Computer Science
AXS939627,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXH728228,Senior,Erik Jonsson School of Engineering and Computer Science
HXS286782,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXT391520,Junior,Erik Jonsson School of Engineering and Computer Science
LXK549853,Sophomore,Erik Jonsson School of Engineering and Computer Science
OXP613945,Senior,Erik Jonsson School of Engineering and Computer Science
KXC510167,Junior,Erik Jonsson School of Engineering and Computer Science
PXG308998,Junior,Erik Jonsson School of Engineering and Computer Science
LXR736373,Senior,Erik Jonsson School of Engineering and Computer Science
VXL948901,Freshmen,Erik Jonsson School of Engineering and Computer Science
KXC501811,Freshmen,Erik Jonsson School of Engineering and Computer Science
PXS187945,Junior,Erik Jonsson School of Engineering and Computer Science
TXF899735,Freshmen,Erik Jonsson School of Engineering and Computer Science
FXB711293,Freshmen,Erik Jonsson School of Engineering and Computer Science
IXK598935,Senior,Erik Jonsson School of Engineering and Computer Science
FXM812808,Freshmen,Erik Jonsson School of Engineering and Computer Science
DXB130435,Sophomore,Erik Jonsson School of Engineering and Computer Science
HXA210931,Freshmen,Erik Jonsson School of Engineering and Computer Science
AXB799704,Senior,Erik Jonsson School of Engineering and Computer Science
EXD987304,Senior,Erik Jonsson School of Engineering and Computer Science
JXB442054,Freshmen,Erik Jonsson School of Engineering and Computer Science
SXJ578320,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXT547984,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXS499020,Freshmen,Erik Jonsson School of Engineering and Computer Science
NXP448435,Senior,Erik Jonsson School of Engineering and Computer Science
WXM959510,Freshmen,Erik Jonsson School of Engineering and Computer Science
RXS925520,Sophomore,Erik Jonsson School of Engineering and Computer Science
FXH836850,Junior,Erik Jonsson School of Engineering and Computer Science
CXR545297,Junior,Erik Jonsson School of Engineering and Computer Science
MXC859362,Senior,Erik Jonsson School of Engineering and Computer Science
VXM364465,Junior,Erik Jonsson School of Engineering and Computer Science
HXB468733,Senior,Erik Jonsson School of Engineering and Computer Science
GXA142252,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXC692778,Sophomore,Erik Jonsson School of Engineering and Computer Science
SXE937989,Senior,Erik Jonsson School of Engineering and Computer Science
GXB901343,Senior,Erik Jonsson School of Engineering and Computer Science
AXK475123,Sophomore,Erik Jonsson School of Engineering and Computer Science
EXO371091,Junior,Erik Jonsson School of Engineering and Computer Science
EXA904930,Freshmen,Erik Jonsson School of Engineering and Computer Science
DXD627830,Junior,Erik Jonsson School of Engineering and Computer Science
AXS189973,Junior,Erik Jonsson School of Engineering and Computer Science
MXC853447,Junior,Erik Jonsson School of Engineering and Computer Science
LXM241639,Sophomore,Erik Jonsson School of Engineering and Computer Science
DXH718093,Sophomore,Erik Jonsson School of Engineering and Computer Science
IXO741548,Senior,Erik Jonsson School of Engineering and Computer Science
RXH407499,Senior,Erik Jonsson School of Engineering and Computer Science
JXB876375,Junior,Erik Jonsson School of Engineering and Computer Science
BXC306611,Freshmen,Erik Jonsson School of Engineering and Computer Science
AXB459731,Junior,Erik Jonsson School of Engineering and Computer Science
FXM426248,Sophomore,Erik Jonsson School of Engineering and Computer Science
FXL679341,Freshmen,Erik Jonsson School of Engineering and Computer Science
EXM961098,Sophomore,Erik Jonsson School of Engineering and Computer Science
FXS433557,Junior,Erik Jonsson School of Engineering and Computer Science
AXM386179,Senior,Erik Jonsson School of Engineering and Computer Science
OXO276386,Junior,Erik Jonsson School of Engineering and Computer Science
SXM513611,Senior,Erik Jonsson School of Engineering and Computer Science
TXP356042,Junior,Erik Jonsson School of Engineering and Computer Science
DXA631102,Sophomore,Erik Jonsson School of Engineering and Computer Science
MXS867825,Freshmen,Erik Jonsson School of Engineering and Computer Science
JXM537867,Junior,Erik Jonsson School of Engineering and Computer Science
LXM943184,Senior,Erik Jonsson School of Engineering and Computer Science
GXB663583,Sophomore,Erik Jonsson School of Engineering and Computer Science
MXM187570,Junior,Erik Jonsson School of Engineering and Computer Science
TXB940644,Senior,Erik Jonsson School of Engineering and Computer Science
AXF740846,Sophomore,Erik Jonsson School of Engineering and Computer Science
TXE743209,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXB731522,Sophomore,Erik Jonsson School of Engineering and Computer Science
CXF576143,Junior,Erik Jonsson School of Engineering and Computer Science
TXD708284,Junior,Erik Jonsson School of Engineering and Computer Science
RXB406512,Freshmen,Erik Jonsson School of Engineering and Computer Science
CXF351362,Freshmen,Erik Jonsson School of Engineering and Computer Science
